"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","33","0","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","135","150","6","110.557060","0","150"
"/InterchangeAssets/gltf/M_Default.M_Default","0","306","342","11","788.178589","0","342"
"/Game/UtopianCity/Materials/M_ConcreteGrain.M_ConcreteGrain","0","6","6","1","10.935528","0","6"
"/Game/UtopianCity/Materials/M_ConcreteGrainBlue.M_ConcreteGrainBlue","0","6","6","1","5.502101","0","6"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","50","6","100.754654","0","50"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","28","32","1","0.000000","0","32"
"/Game/UtopianCity/Materials/M_ConcretePattern02.M_ConcretePattern02","0","8","8","1","35.789131","3","14"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","6.513885","0","5"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","57","63","1","0.000000","0","63"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","4.373987","0","2"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","0","10","10","2","21.696167","0","10"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","0","5","5","1","11.461791","0","5"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","4.657809","0","2"
"/ControlRig/M_Manip.M_Manip","0","8","9","1","0.000000","0","9"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","19.150314","0","9"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","0","2","2","1","5.131169","0","2"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","4.893421","0","2"
"/Game/UtopianCity/Materials/M_WindowGlass02.M_WindowGlass02","0","20","20","1","215.909805","0","20"
"/Game/UnrealBucket/Library/Various/VintageTelescope/M_VintageTelescope.M_VintageTelescope","0","6","6","1","15.115869","0","6"
"/Game/UtopianCity/Materials/M_Brut.M_Brut","0","12","14","1","38.953999","0","14"
"/Game/UtopianCity/Materials/M_Railings.M_Railings","0","6","6","1","14.461371","0","6"
"/Game/UtopianCity/Materials/M_WindowFrame.M_WindowFrame","0","6","6","1","13.230139","0","6"
"/Game/UtopianCity/Materials/M_MetalGridMat.M_MetalGridMat","0","6","6","1","11.463245","0","6"
"/Game/UtopianCity/Materials/M_MetalGridMat2.M_MetalGridMat2","0","6","6","1","0.000000","0","6"
"/Game/UtopianCity/Materials/M_BenchMarble.M_BenchMarble","0","6","6","1","0.000000","0","6"
"/Game/UtopianCity/Materials/M_Water01.M_Water01","0","6","6","1","15.462183","0","6"
"/Game/UtopianCity/Materials/M_Grass01.M_Grass01","0","28","32","1","88.765846","0","32"
"/Game/UtopianCity/Materials/M_CurvedSupport01.M_CurvedSupport01","0","6","6","1","0.000000","0","6"
"/Game/UtopianCity/Materials/M_CurvedSupport02.M_CurvedSupport02","0","6","6","1","0.000000","0","6"
"/Game/UtopianCity/Materials/M_ConcreteBare.M_ConcreteBare","0","6","6","1","0.000000","0","6"
"/Game/UtopianCity/Materials/M_CrackedConcrete_01.M_CrackedConcrete_01","0","6","6","1","0.000000","0","6"
"/Game/UtopianCity/Materials/M_StreetDecorRomb.M_StreetDecorRomb","0","6","6","1","0.000000","0","6"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","90","90","1","2360.168701","0","90"
"/Game/UtopianCity/Materials/M_BackgroundHouseA.M_BackgroundHouseA","0","6","6","1","0.000000","0","6"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","5.498637","0","2"
"/Game/UtopianCity/Materials/M_Grass02.M_Grass02","0","28","32","1","93.266678","0","32"
"/Fab/Materials/Standard/M_MS_Base.M_MS_Base","0","26","28","1","59.644440","78","196"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","584","606","1","1069.383789","0","606"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","34.084812","0","24"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","75","75","1","159.597443","0","75"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","31","31","1","50.670044","0","31"
"/Game/UtopianCity/Materials/M_WindowGlass01.M_WindowGlass01","0","12","12","1","106.792870","0","12"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","37","37","1","87.181671","0","37"
"/Game/UtopianCity/Materials/M_Lamp01.M_Lamp01","0","3","3","1","0.000000","0","3"
"/Game/UtopianCity/Materials/M_Lamplight02.M_Lamplight02","0","13","15","1","37.103760","0","15"
"/Fab/Materials/Standard/M_MS_Base_Fuzz.M_MS_Base_Fuzz","0","11","12","1","30.027977","11","36"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","12.628780","0","5"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","26.874670","0","9"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","19.908779","0","6"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","14.697423","0","6"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","14","14","1","37.268440","0","14"
"/Engine/EngineMaterials/LineSetComponentMaterial.LineSetComponentMaterial","0","10","11","1","31.328154","0","11"
"/MeshModelingToolsetExp/Materials/PointSetOverlaidComponentMaterial.PointSetOverlaidComponentMaterial","0","8","9","1","0.000000","0","9"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","12.713737","0","5"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","34.125816","0","14"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","18.378172","0","6"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","28","32","1","0.000000","0","32"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","10.909393","0","5"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","2.181858","0","2"
